,TOT_BFI,TOT_PET,TOT_CONTACT,TOT_EWT,TOT_IEOF,TOT_RECHG,TOT_SATOF,TOT_TWI,TOT_WB5100_ANN,TOT_FUNGICIDE,TOT_OLSON_PERM,TOT_FSTFZ6190,TOT_LSTFZ6190,TOT_MAXP6190,TOT_MAXWD6190,TOT_MINWD6190,TOT_HERBICIDE,TOT_INSECTICIDE,TOT_N97,TOT_NEMATICIDE,TOT_P97,TOT_PRSNOW,TOT_CWD,TOT_ET,TOT_RH,TOT_POPDENS90,TOT_TMAX7100,TOT_TAV7100_ANN,TOT_TMIN7100,TOT_CNPY11_BUFF100,TOT_IMPV01_BUFF100,TOT_IMPV06,TOT_IMPV06_BUFF100,TOT_DITCHES92,TOT_TILES92,TOT_HGA,TOT_HGAC,TOT_HGAD,TOT_HGB,TOT_HGBC,TOT_HGBD,TOT_HGC,TOT_POPDENS00,TOT_HGCD,TOT_HGD,TOT_HGVAR,TOT_SILTAVE,TOT_CLAYAVE,TOT_SANDAVE,TOT_POPDENS10,TOT_SRL25AG,TOT_SRL35AG,TOT_SRL45AG,TOT_SRL55AG,TOT_MINP6190,TOT_WDANN,TOT_SALINAVE,TOT_PPT7100_ANN,TOT_MIRAD_2002,TOT_MIRAD_2007,TOT_MIRAD_2012,TOT_NLCD01_11,TOT_NLCD01_12,TOT_NLCD01_21,TOT_NLCD01_22,TOT_NLCD01_23,TOT_NLCD01_24,TOT_NLCD01_31,TOT_NLCD01_41,TOT_NLCD01_42,TOT_NLCD01_43,TOT_NLCD01_52,TOT_NLCD01_71,TOT_NLCD01_81,TOT_NLCD01_82,TOT_NLCD01_90,TOT_NLCD01_95,TOT_BEDPERM_6,TOT_BEDPERM_1,TOT_BEDPERM_2,TOT_BEDPERM_3,TOT_BEDPERM_4,TOT_BEDPERM_5,TOT_BEDPERM_7,TOT_RUN7100,TOT_BASIN_AREA,TOT_BASIN_SLOPE,TOT_ELEV_MEAN,TOT_ELEV_MIN,TOT_ELEV_MAX,TOT_STREAM_SLOPE,TOT_STREAM_LENGTH,TOT_STRM_DENS,CAT_sinuosity,TOT_RDX,TOT_STREAMRIVER,TOT_ARTIFICIAL,TOT_CANALDITCH,TOT_CONNECTOR,TOT_PIPELINE,TOT_TOTAL_ROAD_DENS,TOT_PLAYA,TOT_ICEMASS,TOT_LAKEPOND,TOT_RESERVOIR,TOT_SWAMPMARSH,TOT_ESTUARY,TOT_PEST219,TOT_NPDES_MAJ_DENS,TOT_NPDES_MAJ,TOT_FRESHWATER_WD,TOT_WILDFIRE_2011,TOT_ROCKTYPE_100,TOT_ROCKTYPE_200,TOT_ROCKTYPE_300,TOT_ROCKTYPE_400,TOT_ROCKTYPE_500,TOT_ROCKTYPE_600,TOT_ROCKTYPE_999,TOT_KGBI,TOT_KGCLADO,TOT_KGFISH,TOT_NDAMS2013,TOT_NID_STORAGE2013,TOT_NORM_STORAGE2013,TOT_MAJOR2013,TOT_HDENS10,CAT_WILDFIRE_2011,CAT_CONTACT,CAT_EWT,CAT_FUNGICIDE,CAT_IEOF,CAT_PET,CAT_RECHG,CAT_SATOF,CAT_TWI,CAT_WB5100_ANN,CAT_FSTFZ6190,CAT_LSTFZ6190,CAT_MAXP6190,CAT_MAXWD6190,CAT_MINWD6190,CAT_PRSNOW,CAT_CWD,CAT_TMAX7100,CAT_TMIN7100,CAT_CNPY11_BUFF100,CAT_IMPV01_BUFF100,CAT_IMPV06,CAT_INSECTICIDE,CAT_N97,CAT_NEMATICIDE,CAT_P97,CAT_RH,CAT_TAV7100_ANN,CAT_IMPV06_BUFF100,CAT_TILES92,CAT_SILTAVE,CAT_CLAYAVE,CAT_HGD,CAT_HGCD,CAT_HGVAR,CAT_HGA,CAT_HGAD,CAT_HGB,CAT_HGAC,CAT_HGBD,CAT_HGBC,CAT_SANDAVE,CAT_SRL25AG,CAT_SRL35AG,CAT_POPDENS90,CAT_POPDENS10,CAT_SRL45AG,CAT_SRL55AG,CAT_MINP6190,CAT_WDANN,CAT_SALINAVE,CAT_MIRAD_2012,CAT_MIRAD_2002,CAT_NLCD01_52,CAT_NLCD01_71,CAT_NLCD01_81,CAT_NLCD01_82,CAT_NLCD01_90,CAT_NLCD01_95,CAT_NLCD01_11,CAT_NLCD01_12,CAT_NLCD01_21,CAT_NLCD01_22,CAT_NLCD01_23,CAT_NLCD01_24,CAT_NLCD01_31,CAT_NLCD01_41,CAT_NLCD01_42,CAT_BEDPERM_1,CAT_BEDPERM_2,CAT_BEDPERM_3,CAT_BEDPERM_4,CAT_BEDPERM_5,CAT_BEDPERM_6,CAT_BEDPERM_7,CAT_CANALDITCH,CAT_CONNECTOR,CAT_ELEV_MAX,CAT_RDX,CAT_PIPELINE,CAT_STREAM_SLOPE,CAT_STREAM_LENGTH,CAT_STRM_DENS,CAT_STREAMRIVER,CAT_ICEMASS,CAT_LAKEPOND,CAT_PEST219,CAT_PLAYA,CAT_NPDES_MAJ,CAT_NPDES_MAJ_DENS,CAT_RESERVOIR,CAT_SWAMPMARSH,CAT_TOTAL_ROAD_DENS,CAT_ROCKTYPE_100,CAT_ROCKTYPE_200,CAT_ROCKTYPE_300,CAT_ROCKTYPE_400,CAT_ROCKTYPE_500,CAT_ROCKTYPE_600,CAT_KGBI,CAT_KGCLADO,CAT_KGFISH,CAT_NORM_STORAGE2013,CAT_HDENS10,CAT_HGC,CAT_NLCD01_43,CAT_ROCKTYPE_999,CAT_ARTIFICIAL,CAT_BASIN_AREA,CAT_BASIN_SLOPE,CAT_BFI,CAT_DITCHES92,CAT_ET,CAT_ELEV_MEAN,CAT_ELEV_MIN,CAT_ESTUARY,CAT_FRESHWATER_WD,CAT_HERBICIDE,CAT_MAJOR2013,CAT_MIRAD_2007,CAT_NDAMS2013,CAT_NID_STORAGE2013,CAT_OLSON_PERM,CAT_POPDENS00,CAT_PPT7100_ANN,CAT_RUN7100,comid
2588261,55.36,641.85,76.22,-34.96,1.86,314.38,3.21,11.89,653.33,5.04,0.04,279.35,128.68,122.06,11.0,7.92,18.86,1.73,1546.31,0.49,334.28,22.62,1.79,600.0,66.1,189.99,15.49,9.26,3.45,51.13,2.98,3.38,3.13,0.0,0.1769,2.28,0.0,2.39,38.1,0.0,1.04,41.21,204.65,0.71,14.27,0.0,42.67,11.78,45.56,220.92,2.32,2.32,3.63,8.38,79.82,112.61,0.0,1296.05,0.33,0.54,0.18,3.89,0.0,12.53,4.13,1.34,0.35,0.53,46.72,0.08,1.25,2.38,0.22,6.12,12.28,7.92,0.27,0.0,60.68,0.0,0.0,0.0,0.0,39.32,611.5,403.18,9.73,234.32,36.35,423.86,0.009493,215.95,0.54,1.12,258.0,76.74,12.95,9.61,0.7,0.0,3.19,0.0,0.0,4.64,0.08,0.0,0.0,52.72,0.74,3.0,19.93,0.0,0.0,0.0,0.0,23.49,0.0,76.51,0.0,1.43,3.71,0.12,27.0,55983.0,54754.0,1.0,92.7,0.0,62.3,-42.27,8.1,1.56,684.54,273.77,3.0,11.46,538.87,282.89,124.37,116.97,11.0,7.36,20.34,1.79,16.78,4.56,53.34,4.03,2.08,2.8,2134.62,0.76,466.67,65.95,10.31,4.34,0.1769,46.58,13.87,8.8,0.14,0.0,0.1,0.34,72.21,0.0,1.12,0.0,39.56,0.62,0.62,66.68,71.39,0.62,1.22,75.61,109.92,0.02,0.0,0.53,5.23,0.46,10.45,23.67,2.12,0.03,0.02,0.0,8.75,2.45,0.9,0.17,0.0,45.01,0.2,20.73,0.0,0.0,0.0,0.0,0.0,79.27,0.0,0.0,300.02,12.0,0.0,0.0,18.19,0.39,99.86,0.0,0.34,99.25,0.0,1.0,2.17,0.01,0.0,2.17,0.0,0.0,0.0,37.29,0.0,62.71,2.2,5.88,0.17,112.0,,17.3,0.54,0.0,0.14,46.16,12.21,51.36,0.0,637.0,141.81,36.35,0.0,22.74,32.96,0.0,2.34,3.0,201.0,0.07,66.23,1243.88,614.0,2588261
2586785,55.07,618.61,122.45,-28.68,1.2,327.71,3.23,11.94,686.69,0.11,0.01,277.15,129.87,123.1,11.0,8.0,0.07,0.03,369.66,0.01,77.24,23.23,1.77,558.0,66.36,377.9,14.73,8.64,3.27,40.17,1.72,4.21,1.76,0.0,0.1769,0.77,0.0,2.13,1.45,0.0,0.23,73.88,393.96,0.06,21.48,0.0,37.86,7.47,54.67,409.54,12.13,12.13,18.02,46.3,81.92,112.74,0.0,1325.7,0.0,0.0,0.0,15.14,0.0,18.93,5.75,1.24,0.2,1.29,45.24,0.0,0.61,0.72,0.11,0.32,0.13,10.2,0.12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,606.56,70.35,8.41,317.18,261.36,423.86,0.009076,30.85,0.44,1.12,21.0,49.85,50.01,0.0,0.13,0.0,4.47,0.0,0.0,16.16,0.0,0.0,0.0,4.1,0.0,0.0,25.82,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.03,0.07,0.0,4.0,48758.0,48514.0,1.0,169.79,0.0,116.91,-37.98,1.07,2.0,626.04,345.92,4.0,11.12,671.39,277.0,130.0,122.7,11.0,8.0,23.0,1.77,14.92,3.01,63.19,5.58,11.09,0.31,857.2,0.11,181.37,66.0,8.87,5.93,0.1769,37.86,7.42,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,54.72,35.44,35.44,693.59,774.91,45.59,80.1,80.7,110.52,0.0,0.0,0.0,0.26,0.06,2.12,1.51,9.46,0.52,0.57,0.0,30.07,13.35,5.34,0.79,0.17,35.32,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.22,1.0,0.0,0.01,2.089,0.43,99.79,0.0,1.02,21.87,0.0,0.0,0.0,0.0,0.0,7.04,0.0,0.0,0.0,0.0,0.0,100.0,0.26,0.5,0.03,48209.0,,76.0,0.46,0.0,0.21,4.87,7.88,57.62,0.0,546.0,292.76,261.36,0.0,19.3,0.77,1.0,0.0,1.0,48209.0,0.0,802.34,1320.83,614.0,2586785
4150156,46.7,589.19,259.58,-23.8,3.47,304.55,2.21,11.83,557.2,0.41,0.16,274.38,132.71,115.95,11.61,8.85,1.26,0.22,386.61,0.1,86.1,26.61,1.79,558.0,67.31,33.84,13.34,7.63,1.77,52.0,0.81,1.02,0.82,0.0068,3.3717,4.67,0.0,0.4,2.45,0.0,0.09,88.55,35.63,1.86,1.99,0.0,49.89,16.54,33.57,36.85,1.48,1.49,9.08,12.37,75.48,121.49,0.0,1216.43,0.0,0.0,0.0,4.14,0.0,4.79,1.31,0.4,0.14,0.22,44.87,11.78,22.86,0.47,0.32,4.78,0.88,2.82,0.22,0.0,100.0,0.0,0.0,0.0,0.0,0.0,635.76,523.91,7.86,415.61,185.1,679.48,0.010033,325.93,0.62,1.01,260.0,73.69,26.29,0.0,0.02,0.0,2.03,0.0,0.0,5.42,0.01,0.0,0.0,5.47,0.19,1.0,22.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.11,0.27,0.01,34.0,93190.6,88164.0,4.0,24.29,0.0,89.0,-32.0,0.0,3.0,625.0,271.0,1.0,8.41,504.0,281.0,128.0,113.0,11.0,8.0,25.0,1.79,14.36,3.04,69.68,0.0,0.0,0.0,0.0,0.0,0.0,67.0,8.6,0.0,0.0488,60.09,15.28,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.62,0.0,0.0,0.0,18.58,0.0,0.0,73.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,36.84,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.63,0.0,0.0,0.0,0.121,6.05,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,96.0,52.63,100.0,0.0,0.02,9.11,41.0,0.0,628.0,189.94,185.1,0.0,108.21,0.0,0.0,0.0,0.0,0.0,0.18,9.16,1198.5,637.0,4150156
4651906,50.03,752.84,354.58,-10.17,5.91,258.05,2.76,11.84,411.77,0.0,1.0,302.81,101.41,111.26,10.0,7.0,0.04,0.0,2915.11,0.0,328.68,13.02,1.76,605.0,68.0,1139.53,17.31,12.04,7.18,45.84,14.03,23.19,14.44,0.1389,0.0011,1.84,0.0,0.0,38.71,0.0,0.92,23.0,1147.23,1.84,33.67,0.0,51.01,22.28,26.73,1184.88,1.56,1.56,1.56,1.56,76.71,103.0,225.85,1198.03,0.0,0.0,0.0,0.08,0.0,37.93,30.59,9.55,4.09,0.0,14.93,0.06,0.65,0.31,0.0,0.09,0.26,0.78,0.7,0.0,80.15,0.0,19.85,0.0,0.0,0.0,538.0,22.06,3.13,74.19,0.28,129.39,0.010298,18.45,0.84,1.16,71.0,99.03,0.97,0.0,0.0,0.0,10.67,0.0,0.0,0.0,0.15,0.13,0.0,0.58,0.0,0.0,131.79,0.0,0.0,1.54,0.0,0.0,0.0,98.46,0.0,0.01,0.02,0.0,2.0,182.0,0.0,0.0,516.4,0.0,136.0,-2.52,0.0,2.0,760.2,239.59,4.0,12.22,392.0,303.11,100.89,111.0,10.0,7.0,13.0,1.76,17.77,7.66,38.88,27.07,39.06,0.0,2148.66,0.0,238.16,68.0,12.18,27.85,0.0011,47.13,18.62,69.0,6.0,0.0,6.0,0.0,2.0,0.0,3.0,0.0,34.25,0.0,11.55,1441.85,1414.23,11.55,11.55,76.0,103.0,900.0,0.0,0.0,0.3,0.0,0.0,0.0,3.6,4.31,0.48,0.0,23.46,24.4,21.27,15.12,0.0,6.78,0.0,6.38,0.0,93.62,0.0,0.0,0.0,0.0,0.0,0.0,67.69,10.0,0.0,0.0,2.288,0.64,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.81,10.92,0.0,9.54,0.0,0.0,0.0,90.46,0.0,0.0,0.0,0.0,,14.0,0.28,0.0,0.0,3.57,4.16,46.74,0.0,639.0,19.29,0.28,0.0,131.79,0.0,0.0,0.0,1.0,82.0,0.72,1477.35,1189.95,538.0,4651906
4492122,62.1,740.89,130.4,-5.71,1.06,344.65,5.38,13.54,461.52,5.39,6.7,284.7,122.08,120.71,10.0,7.0,21.26,1.64,1672.58,0.24,364.51,14.68,1.75,667.0,67.26,68.31,18.16,11.91,6.69,63.72,1.2,1.78,1.23,2.5096,0.0011,32.63,0.0,0.0,17.5,0.15,14.62,4.94,63.89,16.32,13.85,0.0,20.86,7.74,71.41,68.55,0.0,0.12,0.12,0.2,77.02,106.56,204.18,1194.62,3.25,4.83,7.91,0.92,0.0,7.51,2.82,0.51,0.06,0.36,19.37,6.18,5.21,2.74,0.71,3.7,15.41,34.28,0.22,0.0,0.0,0.0,100.0,0.0,0.0,0.0,560.18,174.13,0.7,22.73,1.36,51.21,0.000901,133.25,0.77,1.55,80.0,84.46,5.95,9.59,0.0,0.0,2.2,0.0,0.0,1.72,0.02,0.0,0.0,38.16,0.0,0.0,29.69,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.38,2.53,0.19,6.0,1246.0,711.0,0.0,29.72,0.0,298.7,-5.78,14.86,2.0,744.28,275.86,3.0,15.76,457.09,286.41,120.6,121.24,10.0,7.0,14.0,1.75,18.09,7.0,69.54,0.27,1.74,4.56,5385.86,0.67,1177.68,67.24,11.98,0.41,0.0011,32.39,11.54,23.8,8.17,0.0,13.93,0.0,15.53,0.0,25.39,2.07,56.11,0.0,0.04,47.56,47.1,0.04,0.04,76.62,106.87,449.59,44.29,19.17,1.75,2.19,20.77,42.19,18.21,0.29,0.0,0.0,6.29,2.17,0.51,0.02,0.0,5.17,0.05,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,21.38,3.0,0.0,0.0,6.08,1.02,100.0,0.0,0.15,593.84,0.0,0.0,0.0,0.0,0.0,1.51,0.0,100.0,0.0,0.0,0.0,0.0,4.34,7.96,0.58,0.0,,11.1,0.39,0.0,0.0,5.97,1.95,49.98,8.4719,700.0,10.93,1.36,0.0,29.69,58.65,0.0,18.55,0.0,0.0,8.71,45.14,1202.22,559.0,4492122
4187341,56.91,640.17,47.9,-16.54,1.52,402.85,3.05,11.65,573.27,6.37,0.13,276.88,129.25,117.88,11.21,8.88,10.72,1.86,581.03,0.06,143.34,22.51,1.79,576.0,66.24,45.99,14.53,9.12,2.68,57.15,1.14,1.55,1.15,0.0,0.0044,9.45,0.0,0.0,34.05,0.0,9.8,44.99,77.56,0.0,1.72,0.0,50.31,18.73,30.94,99.9,1.44,1.44,1.62,3.08,76.25,120.66,0.0,1305.95,0.05,0.0,0.05,3.51,0.0,13.0,1.82,0.29,0.06,0.09,56.28,6.42,3.6,0.0,0.0,11.12,3.46,0.36,0.0,0.39,46.39,0.0,0.0,0.0,53.21,0.0,730.66,249.48,9.18,332.58,149.72,628.48,0.018264,153.31,0.61,1.06,187.0,80.09,19.91,0.0,0.0,0.0,3.17,0.0,0.0,3.18,0.0,0.06,0.0,17.57,0.0,0.0,8.08,0.0,0.0,0.0,0.0,0.0,33.93,0.0,66.07,1.3,2.62,0.16,7.0,148631.0,73980.0,3.0,50.05,0.0,53.51,-25.16,2.33,2.0,675.07,388.25,3.0,20.29,538.83,279.0,126.0,115.0,11.0,8.0,20.99,1.79,15.63,2.9,34.13,0.0,0.0,0.84,615.86,0.03,157.18,66.0,10.0,0.0,0.0044,52.73,19.5,3.99,0.0,0.0,0.0,0.0,13.1,0.0,30.89,0.0,27.77,0.0,0.0,12.17,20.0,0.0,0.0,73.0,111.0,0.0,0.0,0.0,0.0,0.0,10.02,0.69,0.0,0.0,13.3,0.0,0.35,0.0,0.0,0.0,7.94,36.27,16.75,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,278.51,0.0,0.0,0.0,1.065,2.05,100.0,0.0,0.0,15.08,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,49.84,0.0,0.82,1.55,0.09,0.0,,52.02,14.68,50.16,0.0,0.52,22.41,55.03,0.0,551.0,199.76,149.72,0.0,13.62,5.63,0.0,0.0,0.0,0.0,0.07,12.3,1260.19,731.0,4187341
4489096,38.28,751.35,650.61,-10.41,4.92,207.89,3.06,12.42,418.51,0.0,19.57,299.18,106.29,119.37,10.0,7.0,0.0,0.0,1414.3,0.0,214.64,12.79,1.75,597.0,67.0,4168.31,17.52,11.96,7.12,43.24,18.1,40.82,18.58,0.0,0.0011,5.88,0.0,0.0,68.73,0.0,0.27,9.48,4099.22,0.45,15.2,0.0,52.76,19.97,27.29,4106.69,3.57,3.57,3.57,3.57,75.11,104.13,50.76,1214.55,0.0,0.0,0.0,0.02,0.0,26.84,21.9,28.37,14.04,0.05,7.45,0.04,0.39,0.25,0.0,0.19,0.0,0.44,0.0,0.0,99.99,0.0,0.0,0.0,0.0,0.01,558.63,80.64,3.81,65.05,-0.05,130.83,0.001627,24.59,0.3,1.49,71.0,99.09,0.91,0.0,0.0,0.0,12.82,0.0,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,330.79,0.0,0.0,0.0,0.0,1.94,0.0,98.06,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,1635.86,0.0,838.12,-8.06,0.0,4.82,758.81,208.58,3.07,12.84,412.14,300.73,104.94,118.23,10.0,7.0,12.6,1.75,17.66,7.36,35.28,25.58,56.05,0.0,1022.99,0.0,155.25,67.0,12.11,26.68,0.0011,52.14,19.55,21.06,1.04,0.0,6.0,0.0,61.52,0.0,0.52,0.0,28.33,0.0,0.0,6150.43,6036.52,0.0,0.0,75.1,103.26,116.71,0.0,0.0,0.21,0.0,0.0,0.0,0.21,0.0,0.0,0.0,13.25,17.28,42.83,22.81,0.0,3.4,0.01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.3,20.0,0.0,0.0,5.802,0.17,99.51,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.49,0.0,0.0,0.0,1.15,0.0,98.85,0.0,0.0,0.0,0.0,,9.87,0.0,0.0,0.49,35.08,2.88,38.53,0.0,599.0,53.18,-0.05,0.0,566.19,0.0,0.0,0.0,0.0,0.0,30.82,5985.45,1208.01,558.39,4489096
4146586,48.6,484.87,30.83,-18.44,4.0,488.2,2.0,9.16,1031.92,0.0,0.16,264.68,140.45,157.39,12.0,9.23,0.0,0.0,0.0,0.0,0.0,36.15,1.88,441.0,70.0,2.17,9.38,4.64,-0.77,79.78,0.01,0.0,0.01,0.0,0.0187,0.0,0.0,0.0,0.0,0.0,0.0,45.12,2.18,39.92,14.97,0.0,60.11,15.24,24.65,1.56,0.0,0.0,0.07,0.07,114.71,127.96,0.0,1683.96,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,77.27,8.39,14.01,0.0,0.0,0.0,0.0,0.28,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,616.89,8.76,26.72,922.07,704.08,1242.74,0.015251,4.59,0.52,1.14,2.0,99.35,0.0,0.0,0.65,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,0.0,30.83,-18.44,0.0,4.0,484.87,488.2,2.0,9.16,1031.92,264.68,140.45,157.39,12.0,9.23,36.15,1.88,9.38,-0.77,79.78,0.01,0.0,0.0,0.0,0.0,0.0,70.0,4.64,0.01,0.0187,60.11,15.24,14.97,39.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.65,0.0,0.0,2.17,1.56,0.07,0.07,114.71,127.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,77.27,8.39,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,1242.74,2.0,0.0,0.07,4.587,0.52,99.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,45.12,14.01,100.0,0.0,8.76,26.72,48.6,0.0,441.0,922.07,704.08,0.0,54.53,0.0,0.0,0.0,0.0,0.0,0.16,2.18,1683.96,616.89,4146586
1748719,44.8,522.87,42.8,-35.43,3.98,363.72,2.57,10.47,659.93,1.24,0.16,264.86,142.27,114.08,11.72,8.6,0.7,0.27,202.33,0.03,44.69,33.02,1.91,511.0,67.56,6.52,11.3,5.74,-0.12,59.01,1.42,0.19,1.42,0.0152,0.0921,0.59,0.0,0.0,0.3,0.0,0.0,78.54,7.82,15.75,4.82,0.0,59.42,13.66,26.91,8.27,0.65,3.79,16.14,27.11,70.33,123.14,0.0,1210.92,0.29,0.06,0.44,0.09,0.0,2.12,0.28,0.04,0.01,0.0,79.5,4.34,7.64,0.17,0.83,3.68,0.44,0.78,0.08,0.0,100.0,0.0,0.0,0.0,0.0,0.0,494.64,213.31,23.29,702.39,401.9,1179.95,0.005085,62.93,0.3,1.37,58.0,98.28,1.72,0.0,0.0,0.0,1.25,0.0,0.0,0.16,0.0,0.0,0.0,3.81,0.0,0.0,35.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.39,0.82,0.06,2.0,102.0,53.0,0.0,7.07,0.0,55.39,-53.64,0.41,4.0,546.38,364.41,3.0,13.8,567.91,265.0,142.07,103.74,12.0,8.0,31.11,1.91,12.26,0.44,34.09,7.57,3.18,0.34,409.4,0.07,81.12,66.77,6.4,7.57,0.0122,45.35,14.01,6.03,4.48,0.0,33.43,0.0,17.33,0.0,0.0,0.0,40.36,0.0,0.0,75.11,90.13,0.0,0.09,53.85,122.88,0.0,0.0,0.0,0.18,0.0,1.54,2.68,6.04,0.4,0.0,0.0,8.35,5.15,1.6,0.03,0.0,62.74,2.53,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.07,1.0,0.0,0.01,2.051,0.7,100.0,0.0,0.0,6.99,0.0,0.0,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.32,0.0,0.0,,38.72,8.75,100.0,0.0,2.92,21.64,44.05,0.049,540.0,550.56,401.9,0.0,43.8,3.35,0.0,0.0,0.0,0.0,0.16,75.71,1049.39,496.0,1748719
2614122,40.8,572.91,64.85,-30.34,2.49,228.86,2.0,11.43,554.53,0.33,0.16,265.34,144.66,109.77,13.96,10.71,2.82,0.34,657.29,0.05,132.24,28.49,1.95,538.0,67.08,7.08,12.68,7.17,1.59,50.33,0.71,0.28,0.71,0.0906,0.0008,0.0,0.0,0.0,0.26,0.0,0.0,97.35,7.5,2.25,0.14,0.0,58.17,13.85,27.97,8.22,0.0,1.51,6.46,9.49,67.4,145.19,0.0,1152.88,0.0,0.0,0.0,0.99,0.0,2.76,0.38,0.02,0.0,2.2,60.08,6.61,7.82,1.3,1.03,13.52,1.79,1.08,0.41,0.0,100.0,0.0,0.0,0.0,0.0,0.0,496.46,128.54,16.73,518.79,348.6,687.95,0.011123,90.8,0.71,1.02,66.0,88.39,11.61,0.0,0.0,0.0,1.34,0.0,0.0,3.52,0.0,0.12,0.0,6.65,0.0,0.0,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.39,0.92,0.01,1.0,362.0,130.0,0.0,4.44,0.0,59.0,-31.62,0.03,2.92,587.1,230.76,2.0,15.11,520.74,269.03,141.15,106.57,13.18,10.0,28.0,1.95,13.48,1.34,0.0,0.0,0.02,0.03,123.47,0.0,24.84,67.0,7.49,0.0,0.0008,60.09,15.28,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.62,0.0,0.0,0.19,0.2,10.74,10.74,68.0,140.31,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.43,0.25,12.27,0.0,0.35,0.0,0.0,0.0,22.64,47.69,3.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.58,0.0,0.0,0.0,4.431,0.64,0.0,0.0,36.55,2.73,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.0,0.0,,96.0,11.79,100.0,100.0,6.92,19.42,41.46,0.0172,537.0,410.0,349.43,0.0,43.8,0.25,0.0,0.0,0.0,0.0,0.16,0.19,1121.01,496.0,2614122
